player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Jimmy White,Hossein Vafaei,7,1141,1456,0.1431040799058582,0.3127057198027959,1577,844,13093,6755,340,206,2361,1262,85,31,384,153,217,125,884,507,4,2,0.0,0.6666666666666666
Bulcsú Révész,Chris Wakelin,7,1123,1480,0.11416981259138415,0.2905941847446565,24,11,163,77,441,240,2804,1456,112,54,163,77,333,179,905,493,2,4,1.0,0.33333333333333337
Judd Trump,Ishpreet Singh Chadha,7,1646,1236,0.9157399188480916,0.7359453939271484,1472,1060,10196,6165,50,28,298,156,537,336,1758,1076,155,75,298,156,4,0,0.0,1.0
Elliot Slessor,Joe O'Connor,7,1404,1374,0.5409388610739393,0.5187412158785352,389,193,2378,1176,309,153,1941,974,273,151,702,367,269,138,749,389,4,2,0.0,0.6666666666666666
Lyu Haotian,Matthew Selt,7,1383,1399,0.4781366606027011,0.49000133312003447,347,177,2268,1133,887,483,5720,2979,181,88,735,396,216,111,967,494,1,4,1.0,0.19999999999999996
Noppon Saengkham,Thepchaiya Un-Nooh,7,1371,1468,0.3699335043548132,0.4396703573114467,468,243,3192,1614,573,335,3952,2112,183,91,808,431,181,100,699,384,4,3,0.0,0.5714285714285714
Neil Robertson,Graeme Dott,7,1572,1332,0.792932804884019,0.6456563062257954,1289,857,9436,5440,1189,694,8515,4578,337,208,1051,609,160,84,683,359,4,3,0.0,0.5714285714285714
Xiao Guodong,Jimmy Robertson,7,1479,1374,0.6403298636636865,0.5652507475670999,766,444,4809,2637,754,413,4908,2562,258,142,990,529,192,96,761,403,2,4,1.0,0.33333333333333337
Tian Pengfei,Si Jiahui,7,1300,1488,0.2606153234773788,0.3846162436088178,569,312,3729,1961,202,116,1370,739,142,70,509,251,373,214,946,519,4,2,0.0,0.6666666666666666
Zhang Anda,Martin O'Donnell,7,1451,1322,0.6704536022204193,0.5799334001885057,490,255,3436,1758,518,263,3214,1626,259,131,886,492,191,98,497,248,3,4,1.0,0.4285714285714286
Jiang Jun,Shaun Murphy,7,1215,1545,0.13221584206848347,0.3047033306524347,36,14,250,119,1376,904,9934,5646,157,77,250,119,302,172,974,557,2,4,1.0,0.33333333333333337
Ryan Day,Stan Moody,7,1375,1216,0.7064965786766508,0.5980868603322035,1321,780,8716,4740,61,24,360,166,291,148,997,519,135,67,324,151,3,4,1.0,0.4285714285714286
Robert Milkins,Jordan Brown,7,1299,1270,0.5395790886298393,0.5181170650431814,1142,657,7918,4221,344,176,2120,1056,176,75,959,479,166,76,784,394,4,2,0.0,0.6666666666666666
Stephen Maguire,Anthony McGill,7,1427,1358,0.5934092174000841,0.5430183807243099,1212,783,8847,4968,760,452,5048,2739,221,120,716,383,105,48,657,353,1,4,1.0,0.19999999999999996
Oliver Lines,Wu Yize,7,1310,1440,0.3283146971704255,0.4194576951793403,384,185,2307,1127,125,65,869,447,143,63,515,247,223,124,655,351,4,1,0.0,0.8
David Gilbert,Peifan Lei,7,1500,1229,0.821305399539375,0.6631804950993565,964,568,6607,3581,120,55,706,334,311,179,877,486,80,38,309,143,2,4,1.0,0.33333333333333337
Yuan Sijun,Pang Junxu,7,1422,1458,0.45091379157772804,0.47751517520819986,279,147,1777,920,188,104,1216,635,192,104,679,384,297,162,833,451,3,4,1.0,0.4285714285714286
Jak Jones,Alexander Ursenbacher,7,1435,1302,0.67536846283006,0.5823675407280794,410,204,2699,1300,286,129,1728,829,353,197,862,467,113,56,400,196,4,0,0.0,1.0
John Higgins,Fan Zhengyi,7,1539,1402,0.6802510445614828,0.584797674717737,1896,1336,14656,8636,194,86,1238,576,477,266,1441,824,224,123,737,390,4,2,0.0,0.6666666666666666
Louis Heathcote,Mark Selby,7,1284,1553,0.1804429523596507,0.3379372751936011,205,94,1194,583,1578,1078,11269,6559,165,84,513,249,401,227,1331,757,4,3,0.0,0.5714285714285714
Matthew Stevens,Barry Hawkins,7,1352,1457,0.3596701363363133,0.4347492524329001,1136,654,8570,4642,1355,846,9310,5211,146,73,613,324,289,153,972,551,2,4,1.0,0.33333333333333337
Ali Carter,Ma Hailong,7,1469,1150,0.8598606169693392,0.6894394530607737,1338,825,9027,4986,41,13,267,115,358,192,1215,676,132,60,267,115,1,4,1.0,0.19999999999999996
Thor Chuan Leong,Tom Ford,7,1240,1350,0.3533092199647455,0.4316800165217519,190,70,1183,525,948,538,6460,3438,129,62,270,139,217,100,950,494,2,4,1.0,0.33333333333333337
Mark Davis,Gary Wilson,7,1389,1443,0.4266177377216683,0.4663011645670992,1322,785,9084,4938,743,428,4778,2567,162,89,544,274,354,186,986,516,4,1,0.0,0.8
Luca Brecel,He Guoqiang,7,1436,1303,0.67536846283006,0.5823675407280794,650,378,4359,2357,72,40,459,235,160,82,871,474,186,96,376,203,4,3,0.0,0.5714285714285714
Scott Donaldson,Stuart Bingham,7,1392,1428,0.45091379157772804,0.47751517520819986,499,265,3199,1632,1515,956,10495,5941,160,85,657,341,313,163,1007,533,1,4,1.0,0.19999999999999996
Mark Allen,Liu Hongyu,7,1537,1311,0.7792359029381558,0.637608652621925,1090,725,7720,4387,50,25,307,165,383,212,1212,690,132,67,307,165,4,0,0.0,1.0
Kyren Wilson,Anthony McGill,7,1576,1358,0.7711668601434363,0.6329747766804606,1063,678,6764,3819,760,452,5048,2739,565,324,1457,848,105,48,657,353,4,3,0.0,0.5714285714285714
Mark Williams,Noppon Saengkham,7,1552,1371,0.7316341543771714,0.6112334666758695,1807,1185,13193,7573,468,243,3192,1614,298,166,1080,627,183,91,808,431,4,1,0.0,0.8
Matthew Selt,Judd Trump,7,1399,1646,0.20042350026365752,0.35035025070959125,887,483,5720,2979,1472,1060,10196,6165,216,111,967,494,537,336,1758,1076,2,4,1.0,0.33333333333333337
Long Zehuang,Elliot Slessor,7,1328,1404,0.39732956508066253,0.45264238185691064,78,39,443,225,389,193,2378,1176,178,99,284,147,273,151,702,367,2,4,1.0,0.33333333333333337
Wang Yuchen,Neil Robertson,7,1162,1572,0.08426008115190842,0.2640546060728516,100,37,626,268,1289,857,9436,5440,74,38,158,89,337,208,1051,609,0,4,1.0,0.0
Robert Milkins,Tian Pengfei,7,1299,1300,0.4986328153483015,0.4993750003255206,1142,657,7918,4221,569,312,3729,1961,176,75,959,479,142,70,509,251,1,4,1.0,0.19999999999999996
Martin O'Donnell,Jimmy White,7,1322,1141,0.7316341543771714,0.6112334666758695,518,263,3214,1626,1577,844,13093,6755,191,98,497,248,85,31,384,153,4,2,0.0,0.6666666666666666
Zhou Yuelong,Shaun Murphy,7,1394,1545,0.3029244926392999,0.4067300078928128,510,301,3215,1732,1376,904,9934,5646,164,78,907,479,302,172,974,557,2,4,1.0,0.33333333333333337
Jak Jones,Stan Moody,7,1435,1216,0.7721850273226751,0.633555377636775,410,204,2699,1300,61,24,360,166,353,197,862,467,135,67,324,151,0,4,1.0,0.0
Oliver Lines,Mark Allen,7,1310,1537,0.2197677794533584,0.3618138866909944,384,185,2307,1127,1090,725,7720,4387,143,63,515,247,383,212,1212,690,4,3,0.0,0.5714285714285714
Peifan Lei,Tom Ford,7,1229,1350,0.3394699373735689,0.424946451444212,120,55,706,334,948,538,6460,3438,80,38,309,143,217,100,950,494,4,1,0.0,0.8
Luca Brecel,Pang Junxu,7,1436,1458,0.46995217398415456,0.486253465097645,650,378,4359,2357,188,104,1216,635,160,82,871,474,297,162,833,451,1,4,1.0,0.19999999999999996
Louis Heathcote,Jimmy Robertson,7,1284,1374,0.3789958530707534,0.44398610945538,205,94,1194,583,754,413,4908,2562,165,84,513,249,192,96,761,403,4,1,0.0,0.8
John Higgins,Barry Hawkins,7,1539,1457,0.6105601107289806,0.5510712693073421,1896,1336,14656,8636,1355,846,9310,5211,477,266,1441,824,289,153,972,551,2,4,1.0,0.33333333333333337
Ma Hailong,Chris Wakelin,7,1150,1480,0.1322158420684832,0.3047033306524346,41,13,267,115,441,240,2804,1456,132,60,267,115,333,179,905,493,4,1,0.0,0.8
Mark Davis,Stuart Bingham,7,1389,1428,0.44684812561516707,0.47564429123179275,1322,785,9084,4938,1515,956,10495,5941,162,89,544,274,313,163,1007,533,0,4,1.0,0.0
Stan Moody,Kyren Wilson,7,1216,1576,0.11228536611391426,0.2890504973749961,61,24,360,166,1063,678,6764,3819,135,67,324,151,565,324,1457,848,1,4,1.0,0.19999999999999996
Ma Hailong,Mark Williams,7,1150,1552,0.08832913293711075,0.2679594981583683,41,13,267,115,1807,1185,13193,7573,132,60,267,115,298,166,1080,627,2,4,1.0,0.33333333333333337
Barry Hawkins,Judd Trump,7,1457,1646,0.2595181866802163,0.3840246980818742,1355,846,9310,5211,1472,1060,10196,6165,289,153,972,551,537,336,1758,1076,1,4,1.0,0.19999999999999996
Elliot Slessor,Peifan Lei,7,1404,1229,0.7248939369984414,0.6076631698328917,389,193,2378,1176,120,55,706,334,273,151,702,367,80,38,309,143,4,1,0.0,0.8
Oliver Lines,Neil Robertson,7,1310,1572,0.18665168829972012,0.3418636849519818,384,185,2307,1127,1289,857,9436,5440,143,63,515,247,337,208,1051,609,1,4,1.0,0.19999999999999996
Stuart Bingham,Shaun Murphy,7,1428,1545,0.34447706088090835,0.42739193613673987,1515,956,10495,5941,1376,904,9934,5646,313,163,1007,533,302,172,974,557,3,4,1.0,0.4285714285714286
Pang Junxu,Martin O'Donnell,7,1458,1322,0.6790334655716898,0.5841905229354074,188,104,1216,635,518,263,3214,1626,297,162,833,451,191,98,497,248,4,0,0.0,1.0
Louis Heathcote,Tian Pengfei,7,1284,1300,0.4781366606027012,0.4900013331200346,205,94,1194,583,569,312,3729,1961,165,84,513,249,142,70,509,251,4,2,0.0,0.6666666666666666
Mark Williams,Kyren Wilson,9,1552,1576,0.4631412289562358,0.48500449838059,1807,1185,13193,7573,1063,678,6764,3819,298,166,1080,627,565,324,1457,848,1,5,1.0,0.16666666666666663
Judd Trump,Shaun Murphy,9,1646,1545,0.6513228977147019,0.5627917401386452,1472,1060,10196,6165,1376,904,9934,5646,537,336,1758,1076,302,172,974,557,5,1,0.0,0.8333333333333334
Louis Heathcote,Elliot Slessor,9,1284,1404,0.32210928445621656,0.42555748318834097,205,94,1194,583,389,193,2378,1176,165,84,513,249,273,151,702,367,1,5,1.0,0.16666666666666663
Pang Junxu,Neil Robertson,9,1458,1572,0.3304047909716556,0.4292283881055083,188,104,1216,635,1289,857,9436,5440,297,162,833,451,337,208,1051,609,5,4,0.0,0.5555555555555556
Pang Junxu,Kyren Wilson,11,1458,1576,0.30869639711294505,0.4267802273201652,188,104,1216,635,1063,678,6764,3819,297,162,833,451,565,324,1457,848,4,6,1.0,0.4
Elliot Slessor,Judd Trump,11,1404,1646,0.15414738826250884,0.3532006074420143,389,193,2378,1176,1472,1060,10196,6165,273,151,702,367,537,336,1758,1076,0,6,1.0,0.0
Judd Trump,Kyren Wilson,17,1646,1576,0.6427739796438736,0.5436386872370789,1472,1060,10196,6165,1063,678,6764,3819,537,336,1758,1076,565,324,1457,848,3,9,1.0,0.25
Fan Zhengyi,Long Zehuang,11,1398,1334,0.6069119338528444,0.5399148845555657,196,87,1250,582,81,41,460,235,236,129,749,396,195,109,301,157,6,3,0.0,0.6666666666666666
Tian Pengfei,Dean Young,11,1329,1069,0.8628843773345907,0.6570104626734989,573,315,3750,1975,111,41,577,239,163,84,530,265,91,33,362,144,5,6,1.0,0.4545454545454546
Wu Yize,Wang Yuchen,11,1425,1190,0.8388505228821673,0.6427913242407762,126,65,874,448,104,40,648,280,228,125,660,352,96,50,180,101,6,4,0.0,0.6
Duane Jones,Ben Woollaston,11,1258,1402,0.27123062627822314,0.41095956594133487,333,150,1985,965,843,476,5317,2824,131,64,423,201,188,103,609,318,4,6,1.0,0.4
Daniel Womersley,Liam Davies,11,1115,1121,0.489849774719265,0.496250070310918,111,54,560,270,52,25,305,143,95,44,189,93,108,52,279,133,6,2,0.0,0.75
Kyren Wilson,Mitchell Mann,11,1620,1169,0.969004445132317,0.7553772379137498,1069,684,6811,3851,385,174,2321,1094,612,356,1504,880,86,43,291,130,6,0,0.0,1.0
Gary Wilson,Hammad Miah,11,1430,1208,0.8252810393862255,0.6352948493228071,744,428,4783,2568,295,118,1883,851,359,187,991,517,108,44,434,197,6,3,0.0,0.6666666666666666
Allan Taylor,Robbie Williams,11,1213,1321,0.3237115889261103,0.4329070950345457,454,208,2674,1281,565,302,3619,1855,162,84,452,204,176,85,596,316,3,6,1.0,0.33333333333333337
Haris Tahir,Mark Williams,11,1081,1552,0.025884665151773567,0.23550200059185444,21,12,130,65,1811,1188,13214,7586,105,53,130,65,319,179,1101,640,0,6,1.0,0.0
Ricky Walden,Xing Zihao,11,1372,1157,0.8176697769208081,0.6312306626164005,1176,694,7905,4322,36,14,222,100,286,147,964,509,122,56,222,100,6,4,0.0,0.6
Cheung Ka Wai,Chris Wakelin,11,1171,1460,0.11257201244816506,0.3268427036298682,34,20,199,115,443,241,2815,1461,93,45,199,115,344,184,916,498,2,6,1.0,0.25
Zheng Dian,Hossein Vafaei,11,1000,1439,0.034461704066895193,0.2502086121129852,0,0,0,0,341,206,2367,1264,0,0,0,0,223,127,890,509,4,6,1.0,0.4
Peifan Lei,Thepchaiya Un-Nooh,11,1255,1470,0.1823302230791919,0.3687693373835995,125,59,736,351,575,336,3963,2119,110,55,339,160,192,107,710,391,4,6,1.0,0.4
Chris Totten,Judd Trump,11,1142,1663,0.016191692728421803,0.21374457171514738,105,38,603,247,1478,1065,10235,6191,129,69,217,116,576,362,1797,1102,1,6,1.0,0.1428571428571429
Zak Surety,Dominic Dale,11,1289,1304,0.4746394143186712,0.4906260984783392,261,119,1503,719,1122,624,7757,4079,168,86,516,255,188,94,549,273,6,4,0.0,0.6
Huang Jiahao,Matthew Stevens,11,1028,1355,0.08556571191022,0.3062945980446018,34,11,189,79,1138,655,8581,4648,50,15,86,39,157,79,624,330,0,6,1.0,0.0
Elliot Slessor,Manasawin Phetmalaikul,11,1421,953,0.9733987778178508,0.7631450157268554,395,198,2413,1197,61,18,341,132,308,172,737,388,85,24,196,72,6,3,0.0,0.6666666666666666
Ian Burns,Yuan Sijun,11,1244,1427,0.21981405831936718,0.3875790606520839,504,245,3171,1571,281,148,1788,927,126,57,466,215,203,111,690,391,1,6,1.0,0.1428571428571429
Xu Si,Ahmed Aly Elsayed,11,1321,826,0.9792669238742752,0.7751285533173565,209,90,1330,613,24,0,115,14,181,90,541,266,68,9,115,14,6,5,0.0,0.5454545454545454
Mark Selby,Artemijs Zizins,11,1540,1120,0.959374552650182,0.740774899182154,1579,1078,11276,6562,19,11,103,55,408,230,1338,760,103,55,103,55,6,3,0.0,0.6666666666666666
Amir Sarkhosh,David Lilley,11,1093,1273,0.2235508923040707,0.389360766050778,39,17,248,122,268,134,1591,798,77,33,123,57,188,93,547,266,6,3,0.0,0.6666666666666666
Noppon Saengkham,Wang Xinbo,11,1372,1073,0.8950860052159663,0.6786337178522214,470,244,3204,1619,9,3,73,32,195,96,820,436,48,22,73,32,6,3,0.0,0.6666666666666666
Neil Robertson,Alfie Burden,11,1575,1239,0.9200249447315538,0.6984652160025387,1293,860,9461,5456,816,423,5787,2936,362,224,1076,625,140,69,465,219,6,1,0.0,0.8571428571428571
Jimmy Robertson,Akani Songsermsawad,11,1381,1366,0.5253605856813285,0.5093739015216607,757,415,4923,2571,237,128,1551,804,207,105,776,412,96,61,255,142,6,5,0.0,0.5454545454545454
Haydon Pinhey,Stephen Maguire,11,1160,1413,0.1435731938018578,0.3469438867133873,116,52,617,291,1213,783,8852,4969,128,60,354,171,226,121,721,384,6,2,0.0,0.75
Jonas Luz,Joe Perry,11,1005,1290,0.11574907670876267,0.32904666709422237,2,1,10,5,1393,807,9552,5151,10,5,10,5,148,69,728,362,1,6,1.0,0.1428571428571429
Jackson Page,Oliver Lines,11,1331,1340,0.4847768026393152,0.4943752372926745,210,106,1335,661,389,189,2336,1144,195,98,629,322,172,80,544,264,6,2,0.0,0.75
Ronnie O'Sullivan,Mink Nutcharut,11,1588,943,0.9954517645455035,0.8337581892923576,1539,1174,13293,8110,49,5,278,82,378,227,1204,725,84,24,277,82,6,3,0.0,0.6666666666666666
Martin O'Donnell,Julien Leclercq,11,1329,1175,0.7425250047020281,0.595078473866134,522,266,3235,1638,77,33,427,197,212,110,518,260,134,58,352,159,6,2,0.0,0.75
Joe O'Connor,Robbie Mcguigan,11,1367,1079,0.886639866993501,0.6726070170677604,310,153,1947,976,73,26,348,151,275,140,755,391,71,31,212,94,6,1,0.0,0.8571428571428571
Shaun Murphy,Louis Heathcote,11,1536,1306,0.8337185633337647,0.6399160967377341,1380,907,9959,5659,211,99,1232,604,327,185,999,570,203,105,551,270,6,4,0.0,0.6
Daniel Wells,Ross Muir,11,1374,1206,0.761130279341372,0.6034832498647262,532,267,3497,1755,295,117,1868,857,176,90,574,319,128,55,463,215,2,6,1.0,0.25
Stan Moody,Tom Ford,11,1259,1340,0.3657125117208648,0.4495472886604723,66,28,389,183,950,539,6471,3443,164,84,353,168,228,105,961,499,6,2,0.0,0.75
Ben Mertens,Graeme Dott,11,1246,1335,0.3530627239692718,0.4446033516794108,108,50,647,323,1191,695,8528,4585,141,68,476,241,173,91,696,366,6,4,0.0,0.6
Anthony McGill,Ashley Carty,11,1377,1273,0.6701956406431402,0.5646362918030292,763,454,5066,2750,287,134,1680,826,123,59,675,364,146,74,393,195,6,1,0.0,0.8571428571428571
Bulcsú Révész,Jack Lisowski,11,1150,1440,0.11178797533268126,0.32629290054547855,27,13,180,87,811,494,5286,2895,129,64,180,87,253,139,1058,584,5,6,1.0,0.4545454545454546
Alexander Ursenbacher,Sanderson Lam,11,1298,1193,0.6717233367624065,0.5652507475670999,289,131,1744,837,280,111,1693,744,129,64,416,204,120,48,531,248,5,6,1.0,0.4545454545454546
Pang Junxu,Iulian Boiko,11,1490,1174,0.90719284982979,0.6878313305828404,193,108,1251,656,111,42,623,272,332,183,868,472,146,70,389,195,6,1,0.0,0.8571428571428571
Ding Junhui,Reanne Evans,11,1491,886,0.9930418761468444,0.819431411226116,1004,666,7723,4392,219,61,1231,463,243,126,974,540,75,16,280,76,6,0,0.0,1.0
Jiang Jun,Luca Brecel,11,1219,1425,0.1924284799846354,0.3740221422333962,39,16,270,129,652,379,4371,2362,177,87,270,129,172,87,883,479,6,3,0.0,0.6666666666666666
Si Jiahui,Andrew Pagett,11,1475,1150,0.9131514516618088,0.6926419831347361,203,116,1376,741,353,153,2255,1056,379,216,952,521,149,66,422,171,6,4,0.0,0.6
Liu Hongyu,Thor Chuan Leong,11,1307,1252,0.5921823869887557,0.5343209436693046,52,26,316,169,193,72,1202,535,141,71,316,169,148,72,289,149,6,5,0.0,0.5454545454545454
Zhou Yuelong,Michael Holt,11,1391,1249,0.7259730735833962,0.5878295384825115,512,302,3228,1738,1018,573,7057,3721,177,84,920,485,82,37,345,175,5,6,1.0,0.4545454545454546
Aaron Hill,Liam Pullen,11,1309,1124,0.7826562787669785,0.6136070778047783,131,60,768,369,55,25,330,154,147,71,562,287,115,52,288,132,6,2,0.0,0.75
Andrew Higginson,Matthew Selt,11,1258,1417,0.2507413833722163,0.4019131396677965,885,505,6138,3317,890,485,5736,2989,124,57,468,246,232,121,983,504,6,5,0.0,0.5454545454545454
John Higgins,Ken Doherty,11,1533,1176,0.9319508746285202,0.7094058152553435,1898,1337,14668,8642,1288,743,10131,5448,489,272,1453,830,62,20,395,164,6,1,0.0,0.8571428571428571
Joshua Thomond,Barry Hawkins,11,1051,1465,0.042755897517659625,0.26211589880836517,79,34,420,202,1358,848,9327,5220,84,37,171,84,306,162,989,560,1,6,1.0,0.1428571428571429
Marco Fu,Lyu Haotian,11,1362,1372,0.48308634028867103,0.4937503255004896,979,572,7293,3949,348,177,2273,1134,151,82,427,218,186,89,740,397,5,6,1.0,0.4545454545454546
Jimmy White,Anthony Hamilton,11,1168,1254,0.3577875019887313,0.44645609684888166,1581,847,13119,6769,1056,597,7733,4067,111,45,410,167,143,69,516,249,0,6,1.0,0.0
He Guoqiang,Antoni Kowalski,11,1313,1137,0.7714085331898454,0.6082590307465143,74,41,470,242,49,25,266,135,197,103,387,210,109,55,142,75,6,1,0.0,0.8571428571428571
Xiao Guodong,Kreishh Gurbaxani,11,1468,1027,0.966138038616786,0.7507282371635285,767,444,4815,2639,28,10,155,71,264,144,996,531,91,42,132,61,6,3,0.0,0.6666666666666666
David Grace,Zhou Jinhao,11,1245,1040,0.8064278766835024,0.6253923497205511,489,226,3189,1543,9,4,59,27,124,59,500,237,59,27,59,27,6,2,0.0,0.75
David Gilbert,Yulu Bai,11,1484,958,0.9845723939843553,0.788348634008099,965,568,6613,3583,15,3,102,34,317,181,883,488,49,13,102,34,6,2,0.0,0.75
Scott Donaldson,Dylan Emery,11,1395,1226,0.7624293073910926,0.6040813228693781,501,266,3208,1637,132,59,750,365,169,90,666,346,168,83,476,235,3,6,1.0,0.33333333333333337
Ma Hailong,Ryan Day,11,1215,1366,0.2615616955838963,0.4067300078928128,46,17,294,133,1322,780,8723,4743,159,78,294,133,298,151,1004,522,5,6,1.0,0.4545454545454546
Mark Davis,Siripaporn Nuanthakhamjan,11,1391,870,0.9838083072715782,0.7862554282848526,1325,787,9099,4946,23,0,134,26,177,97,559,282,66,11,134,26,6,1,0.0,0.8571428571428571
Mostafa Dorgham,Jamie Clarke,11,1026,1266,0.1561262641503558,0.3543436937742046,26,5,169,54,343,171,2049,1015,113,42,159,54,149,68,567,273,3,6,1.0,0.33333333333333337
Jordan Brown,Gong Chenzhi,11,1272,1172,0.6640554301392592,0.5621765008857982,346,177,2131,1062,32,17,215,111,177,82,795,400,128,64,215,111,4,6,1.0,0.4
Ali Carter,Cai Wei,11,1450,990,0.9714031344699712,0.759510916949111,1339,825,9032,4987,1,0,5,0,363,193,1220,677,5,0,5,0,6,1,0.0,0.8571428571428571
Stuart Carrington,Robert Milkins,11,1275,1294,0.4678902297773399,0.4881272322437472,520,275,3283,1707,1144,658,7929,4226,138,70,471,231,187,80,970,484,6,4,0.0,0.6
Simon Blackwell,Jak Jones,11,1141,1429,0.113360133006499,0.3273929829322395,69,35,350,183,412,205,2707,1304,117,63,144,75,361,201,870,471,6,5,0.0,0.5454545454545454
Stuart Bingham,Liam Graham,11,1453,991,0.9719138262492756,0.7604230019887311,1518,958,10511,5952,56,17,308,119,329,174,1023,544,94,33,229,79,6,0,0.0,1.0
Zhang Anda,Ishpreet Singh Chadha,11,1443,1251,0.791169923020278,0.617747874769249,491,255,3443,1761,53,30,312,164,266,134,893,495,169,83,312,164,6,5,0.0,0.5454545454545454
Farakh Ajaib,Mark Allen,11,1160,1538,0.05759625363524379,0.27989147319950847,158,68,861,395,1092,726,7731,4394,103,57,309,150,394,219,1223,697,3,6,1.0,0.33333333333333337
Andrew Higginson,Wu Yize,11,1258,1425,0.2401727877970552,0.39711513267253384,885,505,6138,3317,126,65,874,448,124,57,468,246,228,125,660,352,3,6,1.0,0.33333333333333337
Kyren Wilson,Liu Hongyu,11,1620,1307,0.90513815391989,0.6862186708976811,1069,684,6811,3851,52,26,316,169,612,356,1504,880,141,71,316,169,6,3,0.0,0.6666666666666666
Dean Young,Gary Wilson,11,1069,1430,0.06594815353644579,0.28853701766979867,111,41,577,239,744,428,4783,2568,91,33,362,144,359,187,991,517,4,6,1.0,0.4
Stuart Carrington,Robbie Williams,11,1275,1321,0.422684267635109,0.47128164304856035,520,275,3283,1707,565,302,3619,1855,138,70,471,231,176,85,596,316,3,6,1.0,0.33333333333333337
Hossein Vafaei,Dylan Emery,11,1439,1226,0.8154560379628985,0.6300660082850182,341,206,2367,1264,132,59,750,365,223,127,890,509,168,83,476,235,6,1,0.0,0.8571428571428571
Thepchaiya Un-Nooh,Stuart Bingham,11,1470,1453,0.528736253433527,0.5106234010049637,575,336,3963,2119,1518,958,10511,5952,192,107,710,391,329,174,1023,544,6,0,0.0,1.0
Judd Trump,Sanderson Lam,11,1663,1193,0.9738783709590574,0.7640475997974661,1478,1065,10235,6191,280,111,1693,744,576,362,1797,1102,120,48,531,248,6,0,0.0,1.0
